Название текста,Язык,Русский язык,Уровень,Год,Оригинальное предложение,союз,группа,расположение частей,подлеж гл,подлеж прид,падеж гл,падеж прид,лицочисло,subject,null
description (non-timed*@* paragraph*@* American Studies),eng,FL,AM,2012-2013,Во время его строительства стиль архитектуры Арт Деко пользовался большой популярностью в СССР*@* {{хотя}} в отличие от Запада в СССР этот стиль назывался Сталинский ампир».,хотя,уступка,гп,сущ,сущ,и,и,3ед,сущ сущ,other
compare amp3 contrast (non-timed*@* sentences*@* American Studies),eng,FL,IH,2009-2010,{{Хотя}} в России это запрещение закончилось в 1925 ом году*@* оно длилось ещё 8 лет в Америке.,хотя,уступка,пг,мест,сущ,и,и,пг мест
research paper (final) (non-timed*@* paragraph*@* Russian in the Major),eng,HL,AL,2010-2011,Работы художника написаны почти исключительно в жанре пейзажа*@* {{хотя}} иногда*@* они включают человеческую фигуру в нарративном контексте.,хотя,уступка,гп,сущ,мест,и,и,3мн,сущ мест,other
research paper (non-timed*@* -*@* SINQ),eng,FL,IM,2008-2009,{{Хотя}}*@* авторы*@* чьи книги издавали Магаданское Книжное Издательство*@* не подробно объяснили историю Магадана*@* они лишь упомянули что- то про действие бывшего режима при Сталине.,хотя,уступка,пг,мест,сущ,и,и,3мн,мест сущ,other
expository (non-timed*@* paragraph*@* Capstone),eng,HL,AH,2012-2013,Мне кажется*@* что отношение к здоровью у двух культр в какой-то степени похоже*@* {{хотя}} иногда проявляется по разному.,хотя,уступка,гп,сущ,мест,и,и,3ед,сущ мест,other
answers to questions (after reading) (non-timed*@* sentences*@* Russian History),eng,FL,IM,2010-2011,Хотя автор {{пишет}} об успехе Пера Первого*@* он также указывает на проблемы правления Петра.,хотя,уступка,пг,мест,сущ,и,и,3ед,мест сущ,other
research paper (draft 2) (non-timed*@* paragraph*@* Power and Imagination),eng,HL,IM,2008,Он был великолепным пилотом*@* {{хотя}} данную местность он знал не очень хорошо.,хотя,уступка,гп,мест,мест,и,и,3ед,мест мест,other
definition (non-timed*@* paragraph*@* Russian in the Major),eng,FL,AM,2012-2013,{{Хотя}} в прошлом молодой человек обычно принадлежал только к одной молодёжной субкультуре*@* в настоящее время он может двигаться между разными субкультурами.,хотя,уступка,пг,мест,сущ,и,и,3ед,мест сущ,other
summary (non-timed*@* paragraph*@* Capstone),eng,HL,AM,2011-2012,Name 4 согласен с Джеки*@* что модернизация армии связана с вступлением России на мировую арену*@* {{хотя}} как и Женя*@* сомневается что деньги пойдут на улучшение жизни рядового солдата*@* а снова попадут в карманы генералов и других высокозванных служащих.,хотя,уступка,г_п,сущ,null,и,null,3ед,сущ null,null
expository (timed (60 min)*@* paragraph*@* ACTR essay),eng,HL,AL,2010-2011,{{Хотя}} она ненавидела хозяйственую работу*@* она с радостью любила помагать всем кого она встречала.,хотя,уступка,пг,мест,мест,и,и,3ед,мест мест,other
supported opinion (non-timed*@* paragraph (rough draft)*@* Russian Literature: Poets and Politics),eng,FL,AL,2011-2012,Проанализируйте образы*@* метафоры*@* сравнения*@* символы*@* ритм*@* чтобы доказать эти точку зрения. После начального чтения поэмы Двенадцать» Блока возможно показаться читателю*@* что в этой поэме Блок изображает красноармейцев как честных*@* храбрых рыцарев*@* которые самоотверженно воюют*@* чтобы помогать бедным*@* слабым*@* невиновным жертвам буржуазии во имя Бога*@* {{хотя}} и они подсознательны божественности своей миссии.,хотя,уступка,г_п,д_мест,мест,и,и,3мн,д_мест мест,other
supported opinion (non-timed*@* paragraph*@* Russian Literature of 20th century),eng,FL,AM,2012-2013,{{Хотя}} Булгаков отверг идеалы октябрьской революции*@* возможно*@* он бы поддержал февральскую революцию*@* которая принесла декадентскую российскую монархию к концу.,хотя,уступка,пг,мест,сущ,и,и,3ед,мест сущ,other
expository (non-timed*@* paragraph*@* European Studies),eng,FL,AL,2011,Они показывают тупость из всех сторон американской политики и общества*@* и {{хотя}}*@* конечно*@* они связаны с одной точки зрения*@* они объективно критикуют всех.,хотя,уступка,пг,мест,мест,и,и,3мн,мест мест,other
text analysis (non-timed*@* paragraph*@* Russian in the Major),eng,FL,AL,2011-2012,Сравните Текст 1 с Текстом 2: что эти тексты объединяет*@* по вашему мнению*@* а что различает? Эти два текста*@* хотя они {{говорят}} об одной теме*@* являются совсем другыми.,хотя,уступка,гпг,сущ,мест,и,и,3мн,сущ мест,other
persuasion (non-timed*@* paragraph*@* European Studies),eng,HL,IH,2012-2013,Несмотря на то*@* что русские рабочие так мало зарабатывают они ещё питаться нормально не могут*@* {{хотя}} отдают всю свою зарплату на питание.,хотя,уступка,гп,мест,null,и,null,3мн,мест null,null
answers to questions (non-timed*@* sentences*@* Russian Literature),eng,HL,AL,2010,Мне запомнились детали про Шарля*@* потому что его руки и ноги висели как у куклы*@* и он ничего не говорил*@* {{хотя}} ему уже три года.,хотя,уступка,гп,мест,мест,и,д,3ед,мест мест,other
research paper (final draft) (non-timed*@* paragraph*@* Russian in the Major),eng,FL,AL,2011-2012,{{Хотя}} ОРКСЭ был основан на похвальные идеи*@* он на самом деле угрожает религиозной терпимости и поэтому не может продолжать существовать в своем текущем состоянии.,хотя,уступка,пг,мест,сущ,и,и,3ед,мест сущ,other
expository (non-timed*@* paragraph*@* Russian Literature),eng,FL,IM,2010-2011,Сначала он хочет*@* чтобы просто узнать*@* почему она продолжает быть проституткой*@* {{хотя}} она страдает и живает в невыносимых грязи.,хотя,уступка,гп,мест,мест,и,и,3ед,мест мест,other
expository (non-timed*@* paragraph*@* Russian Literature),eng,FL,IM,2010-2011,Но потом ясно для него*@* что Соня надеется на лучшее будущее*@* и {{хотя}} он не разделяет ее веру в Бога*@* он разделяет ее надежды.,хотя,уступка,пг,мест,мест,и,и,3ед,мест мест,other
expository (non-timed*@* paragraph*@* Russian Literature: Poets and Politics),eng,FL,AL,2011-2012,{{Хотя}} коммунисты – атеисты*@* по мнению Блока*@* они ближе к Богу*@* чем типичные буржуазные христиане*@* потому что Христос ждёт двенадцать красноармейцев*@* как будто они – Его новые апостолы.,хотя,уступка,пг,мест,сущ,и,и,3мн,мест сущ,other
expository (non-timed*@* paragraph*@* ROF essay),eng,FL,AL,2010-2011,Но я очень благодарна за то*@* что мои друзья*@* {{хотя}} время от времени защищали меня и помогали мне*@* но самом деле*@* сильно расширили мой опыт жизни в Москве.,хотя,уступка,гпг,сущ,null,и,null,3мн,сущ null,null
expository (non-timed*@* paragraph*@* Capstone),eng,FL,AM,2012,Каждая страна должна серьезно бороться со своими проблемами*@* и {{хотя}} такие подходы к проблемам в сферах экономики и образования очень полезны для многих и должны существовать*@* они никак не создадут 25 миллион рабочих мест*@* никак не спасут Россию от отсутствия специалистов*@* и никак не будут революционными.,хотя,уступка,пг,мест,сущ,и,и,3мн,мест сущ,other
paraphrase (non-timed*@* paragraph*@* Russian in the Major),eng,FL,AL,2012-2013,Следует подчеркнуть*@* что государственная власть и военная сила*@* {{хотя}} являются важным для безопасности страны*@* не способно развивать свою страну на нужное направление*@* чтобы полностью защищать ее.,хотя,уступка,гпг,сущ,null,и,null,3мн,сущ null,null
argumentation (non-timed*@* paragraph*@* On Democracy),eng,FL,IM,2010-2011,{{Хотя}} я женщина*@* я не могу представить себе менее мужчин.,хотя,уступка,пг,мест,мест,и,и,1ед,мест мест,other
argumentation (non-timed*@* paragraph*@* On Democracy),eng,FL,IM,2010-2011,Кроме того*@* мужчина в позиции силы*@* {{хотя}} он может принимать законы и поставить людей в тюрьму*@* не безупречный.,хотя,уступка,гп,сущ,мест,и,и,3ед,сущ мест,other
description and expository (non-timed*@* paragraph*@* Capstone),eng,FL,AL,2011-2012,Она милая и часто улыбается*@* {{хотя}} она всегда болеет.,хотя,уступка,гп,мест,мест,и,и,3ед,мест мест,other
narration (non-timed*@* paragraph*@* Russian Literature: Poets and Politics),eng,FL,AL,2011-2012,его семья переехала в Петербург*@* где он учился в школе и потом на историко- филологическом факультете Петербургского университета до 1917 года {{хотя}} он тоже учился в университетах во Франции и Германии в 1908-1910 гг.). Его первая публикация печаталась в нескольких журналах в 1910 г.,хотя,уступка,гп,мест,мест,и,и,3ед,мест мест,other
summary (timed (10 min)*@* paragraph*@* Russian in the Major),eng,FL,AL,2011-2012,Это важно особенно*@* потому что дети мало знает о компьютерах*@* {{хотя}} они пользуются компьютерами для различения.,хотя,уступка,гп,сущ,мест,и,и,3мн,сущ мест,other
compare amp3 contrast (non-timed*@* paragraph*@* Russian History),eng,FL,IM,2010-2011,Как Иван ведёт себя со взрослыми? Иван действует*@* как взрослый*@* {{хотя}} он знает*@* что он молод.,хотя,уступка,гп,сущ,мест,и,и,гп сущ
expository (non-timed*@* paragraph*@* Capstone),eng,FL,AM,2011-2012,Здесь в Питере*@* {{хотя}} часто читаю о какой-нибудь проблеме расизма*@* я все еще не видела своими глазами*@* такой открытый показ ненависти*@* который я видела в моей юности в США.,хотя,уступка,пг,мест,null,и,и,1ед,мест null,null
expository (timed (10 min)*@* paragraph*@* European Studies),eng,FL,IH,2009-2010,{{Хотя}} русский хочет определить свою культуру и точку зрения от французец - он ещё смотрет на запад*@* как образ культуры.,хотя,уступка,пг,мест,сущ,и,и,3ед,мест сущ,other
expository (non-timed*@* paragraph*@* Capstone),eng,HL,AM,2012,по собственному опыту в России я сталкивалась с национализмом*@* а в Америке с патриотизмом*@* {{хотя}} я могу быть неправа.,хотя,уступка,гп,мест,мест,и,и,1ед,мест мест,other
definition (non-timed*@* paragraph*@* Russian in the Major),eng,FL,AL,2011-2012,{{Хотя}} реализм не ограничен одному веку или группе писателей*@* он обычно соединяется с литеритурным двужением 19-ого века в Франции.,хотя,уступка,пг,мест,сущ,и,и,3ед,мест сущ,other
summary (non-timed*@* paragraph*@* Russian in the Major),eng,FL,IH,2009-2010,{{Хотя}} автор признает*@* что они занимались убийством других политических лиц*@* он предлагает*@* что они убили только 6 человека в них кровавой оргии».,хотя,уступка,п_г,мест,сущ,и,и,3ед,мест сущ,other
answers to questions (after video) (non-timed*@* sentences*@* Russian History),eng,FL,IM,2010-2011,Как Иван ведёт себя со взрослыми? Иван действует*@* как взрослый*@* {{хотя}} он знает*@* что он молод.,хотя,уступка,гп,сущ,мест,и,и,3ед,сущ мест,other
answers to questions (after video) (non-timed*@* sentences*@* Russian History),eng,FL,IM,2010-2011,И в некотором смысле*@* {{хотя}} он ребенок по возрасту*@* он потерял свое детство*@* когда его мать и сестра погибли.,хотя,уступка,пг,мест,мест,и,и,3ед,мест мест,other
individual (Serbian*@* expository*@* ),ser,FL,2013,2013–,Люди в Африке также улыбаются*@* {{хотя}} они*@* может быть*@* голодают.,хотя,уступка,гп,сущ,мест,и,и,3мн,сущ мест,other
individual (German*@* expository*@* A2),ger,FL,A2,2013–,{{Хотя}} я не утверждаю*@* что все было идеально в былые времена*@* я думаю*@* что в современном мире больше проблем чем было раньше и они более серьезное.,хотя,уступка,п_г,мест,мест,и,и,1ед,мест мест,other
Соцсети,ger,HL,B2,,Таким  образом*@*  он  может*@*  {{хотя }} он  находится  так  далеко*@*  все  еще  принимать  участие  в  их  жизни.,хотя,уступка,гпг,мест,мест,и,и,3ед,мест мест,other
Билингвизм,ger,FL,Other,,Другая  проблема  состоит  в  том*@*  что  {{хотя }} дети  могут  лёгко  два  или  тру  языки  скоро  изучат*@*  они  так  же  скоро  забывают  эти  языки.,хотя,уступка,пг,мест,сущ,и,и,3мн,мест сущ,other
Достоинство и ответственность Мастера как автора,kor,FL,Other,,{{Хотя }} Мастер  обладает  этим  достоинством*@*  он  не  верен  своему  творчеству  из-за  малодушности  и  трусости.,хотя,уступка,пг,мест,сущ,и,и,3ед,мест сущ,other
Осенний Марафон Андрей Буыкин — Герой Нашего Времени),kor,FL,Other,,Но  при  всех  его  безволии  и  пассивности*@*  зрители  не  могут  призирать  Андрея*@*  {{хотя }} они  смеются  над  тем*@*  как  он  живет.,хотя,уступка,гп,сущ,мест,и,и,3мн,сущ мест,other
Булгаков,kor,FL,Other,,Сатира  Булгакова  похож  на  сатира  Гогля  тем*@*  что  он  острый  и  хлёсткий*@*  {{хотя }} он  передаётся  через  смех.,хотя,уступка,гп,мест,мест,и,и,3ед,мест мест,other
О повествовании романа <Мастер и Маргарита>,kor,FL,Other,,Эти  две  истории  развиваются  параллельно  друг  другу  в  большей  части  романа*@*  {{хотя }} они  пересекаются  при  помощи  таких  деталей  как  масло*@*  запах*@*  гроза  и  т. д.  Из  самостоятельности  обоих  рассказов  возникают  вопросы:  кто  говорит  в  каждой  истории?,хотя,уступка,гп,сущ,мест,и,и,3ед,сущ мест,other
О повествовании романа <Мастер и Маргарита>,kor,FL,Other,,{{Хотя }} события  происходят  в  давнем  прошлом*@*  они  приобретают  вероятность  и  реальность*@*  благодаря  высокому  стилю  повествования.,хотя,уступка,пг,мест,сущ,и,и,3ед,мест сущ,other
О повествовании романа <Мастер и Маргарита>,kor,FL,Other,,В  этом  смысле*@*  московская  история*@*  {{хотя }} она  содержит  большое  количество  советских  реалий*@*  теряет  правдоподобие*@*  а  воспринимается  как  невероятный  абсурд.,хотя,уступка,гпг,сущ,мест,и,и,3ед,сущ мест,other
Нос,kor,FL,Other,,Гоголь*@*  {{хотя }} он  и  написал  о  серьёзной  теме*@*  не  выбрал  сложный  и  серьёзный  стиль.,хотя,уступка,пг,null,мест,null,и,3ед,null мест,null
В чём состоит уникальность стиля у Платонова?,kor,FL,Other,,Они  даже  появляются  рядом  в  одном  предложении*@*  {{хотя }} и  не  проникают  друг  в  другa*@*  и  не  составляют  объединённую  по  стилю  речь.,хотя,уступка,гп,мест,null,и,null,3мн,мест null,null
Как относится автор к новой реальности  и своим героям как представителям этой реальности? ,kor,FL,Other,,В  противоположность  Гоголю*@*  Платонов  позитивен  по  отношению  к  своим  героям*@*  {{хотя }} он  и  осознаёт  их  недостатки.,хотя,уступка,гп,сущ,мест,и,и,3ед,сущ мест,other
Какие художественные средства использует Чехов при описании душевно-эмоционального состояния Накитина и для характеристики других героев?,kor,FL,Other,,Его  использование  слова “ крыса”  вместо  обыкновенных  выражений  отражает  его  уверенность  в  своей  оригинальности  и  уме*@*  {{хотя }} оно  сочетается  с  неуверенностью  в  себе.,хотя,уступка,гп,сущ,мест,и,и,3ед,сущ мест,other
Моя бабушка,kaz,HL,AL,,И  обе  из  них  любят  нас  одинаково*@*  {{хотя }} и  соревнуются  в  выражении  своей  любви.,хотя,уступка,гп,д_мест,null,и,null,3мн,д_мест null,null
"Комментарий к статье ""можно ли понять русскую культуру через ключевые слова русского языка?""",fr,HL,C1,,Я  знаю  что  значит « утро»  для  русских*@*  и  давно  поняла*@*  что  значит “ matin”  для  французов*@*  но  все  равно  разговаривая  по-французски*@*  я  говорю “ matin”*@*  {{хотя }} имею  ввиду  русское  понятие  слова « утро».,хотя,уступка,гп,мест,null,и,null,1ед,мест null,null
Америка Моими Глазами,kor,FL,Other,,Но  одновременно  я  понимаю*@*  что  {{хотя }} такое  упрямство  кажется  непродуктивным*@*  на  самом  деле  оно –  главная  часть  основы  Американского  потенциала.,хотя,уступка,пг,мест,сущ,и,и,3ед,мест сущ,other
Мои друзья,kaz,HL,IL,,{{Хотя }} в  данные  времена  мы  не  видимся  так  часто*@*  как  раньше*@*  но  мы  все  равно  ищем  друг- друга*@*  ведь  мы  родные.,хотя,уступка,пг,мест,мест,и,и,1мн,мест мест,other
Мои друзья,kaz,HL,IL,,Мы  дружим  с  пятого  класса*@*  {{хотя }} раньше  терпеть  друг  друга  не  могли.,хотя,уступка,гп,мест,null,и,null,1мн,мест null,null
,kor,FL,AH,,{{Хотя }} я  пока  не  видела*@*  как  эта  книга  выглядит  в  реальном  виде*@*  я  считаю*@*  что  там  есть  разные  типы  заданий  и  это  полезно  и  интересно  будет.,хотя,уступка,п_г,мест,мест,и,и,1ед,мест мест,other
Восприятие Маяковского в Корее,kor,FL,AH,,Все  эти  работы*@*  {{хотя }} не  выходят  за  рамку  работы  Н.  Харджиева « Поэзия  и  живопись»(1976)  и  остаются  на  первоначальной  ступени  исследования  Маяковского  и  русского  авангарда*@*  для  корейской  культуры  и  корейских  научных  кругов  русистики  имеют  большое  значение  в  том*@*  что  они  повышали  общий  интерес  к  русскому  авангарду*@*  не  политическому*@*  а  художественному*@*  к  эстетике  авангарда*@*  в  котором  нуждалась  современная  корейская  культура.,хотя,уступка,гпг,сущ,null,и,null,3мн,сущ null,null
Рассказ Василия Шукшина,ita,FL,B2,,Девушке  грустно*@*  {{хотя }} она  не  умеет  никак  о  старике  не  рассказать*@*  она  понимает  как  глубокая  душа  человека*@*  как  большой  подвиг  человека.,хотя,уступка,гп,мест,мест,д,и,3ед,мест мест,other
x_FBS_”Странная миссис Сэвидж”,fin,HL,C2,,{{Хотя }} миссис  Сэвидж  совершенно  трезва  и  умна*@*  она  предпочитает  жить  с  этими  людьми*@*  так  как  видит*@*  что  они  очень  добры*@*  и  девушка  с  хвостиком / я  не  помню  как  ее  зовут/  и  женщина  с  куклой  они  все  вызывают  только  симпатию*@*  в  отличие  от   тех*@*  которые  отдали  ее  бедняжку  в  ” дурдом”.,хотя,уступка,пг,мест,сущ,и,и,3ед,мест сущ,other
x_FBS_”Гнездо глухаря”,fin,HL,C2,,Очень  жаль*@*  что  главный  герой *@*  он  единственный*@*  который  не  предал  никого*@*  {{хотя }} обожал  такую  девицу.,хотя,уступка,г_п,мест,мест,и,и,3ед,мест мест,other
Моя подруга,eng,FL,A2,,Мы  ещё  на  связи*@*  {{хотя }} сейчас  мы  не  так  часто  связываемся*@*  как  раньше.,хотя,уступка,гп,мест,мест,и,и,1мн,мест мест,other
x_FBS_Музыка в моей жизни,fin,HL,B2,,{{Хотя }} я  и  не  понимаю  слова*@*  но  понимаю  эмоции  и  знакомлюсь  с  другой  культурой.,хотя,уступка,пг,null,мест,и,и,1ед,null мест,null
x_FBS_(Как жить одному),fin,HL,B2,,{{Хотя }} я  и  самостоятельна  и  мне  нравиться  жить  одной*@*  я  научилась  просить  помощь  когда  надо*@*  и  я  поняла*@*  что  я  не  хочу  жить  одна  всю  жизнь.,хотя,уступка,пг,мест,мест,и,и,1ед,мест мест,other
x_FBS_Царь,fin,HL,B2,,{{Хотя }} фильм  и  был  очень  страшным*@*  то  все  равно  он  был  хорошо  снят:  красивая  природа*@*  хорошие  актеры  включая  Вилле  Хаапсало  и  я  узнала  много  чего  нового  про  историю.,хотя,уступка,пг,мест,мест,и,и,3ед,мест мест,other
x_FBS_Вокруг слишком много или слишком мало музыки?,fin,HL,B2,,{{Хотя }} он  и  не  любил  свою  работу  в  McDonald’ s*@*  он  стал  работать  всё  больше  и  больше*@*  по  двенадцать  и  даже  шеснадцать  часов  в  смену.,хотя,уступка,пг,мест,мест,и,и,3ед,мест мест,other
x_FBS_Питер ФМ,fin,HL,B2,,Этот  фильм*@*  {{хотя }} он  и  есть  современный*@*  как-то  отражает  оттенки  старых  русских  фильмов.,хотя,уступка,гпг,сущ,мест,и,и,3ед,сущ мест,other
X_FBS_Мой русский язык,fin,HL,B2,,{{Хотя }} я  практически  не  говорила  на  финском  языке*@*  в  первый  класс  пошла  уже  в  финскую  школу.,хотя,уступка,пг,null,мест,null,и,1ед,null мест,null
Почему мужчины всегда лучшие ,fin,HL,B2,,{{Хотя }} эти  гены  влияют  на  одну  и  тужу  особенность  человека*@*  они  могут  влиять  на  эту  особенность  по-разному.,хотя,уступка,пг,мест,сущ,и,и,3мн,мест сущ,other
Мой друг,fin,HL,B2,,Но  прошлой  весной  он  нашёл  в  себе  храбрость  поехать  со  мной  в  Санкт-Петербург  на  свадьбу*@*  {{хотя }} и  нервничал.,хотя,уступка,гп,мест,null,и,null,3ед,мест null,null
 Здоровье и настроение,fin,HL,B2,,{{Хотя }} я  считаю  себя  довольно-таки  целеустремлённой*@*  я  хочу  всё-таки  наслаждаться  своей  жизнью  и  проводить  время  с  моими  близкими  людьми.,хотя,уступка,пг,мест,мест,и,и,1ед,мест мест,other
текст 14,fin,FL,B2,,{{Хотя }} Лариса  сейчас  говорит  по-фински  отлично*@*  она  скажет*@*  что  ей  было  трудно  научиться  финскому*@*  и  она  всё  время  хочет  больше  и  больше  научиться.,хотя,уступка,пг,мест,сущ,и,и,3ед,мест сущ,other
текст 27,fin,FL,B2,,{{Хотя }} она  любит  спорт  она  немного  полная.,хотя,уступка,пг,мест,мест,и,и,3ед,мест мест,other
текст 32,fin,FL,B2,,У  нас  осталась  маленькая  группа  девушки  с  кем  мы  очень  хорошие  друзья  и  встретимся  обычно  три  раза  в  год  даже  {{хотя }} мы  живет  далеко  от  друг  друга.,хотя,уступка,гп,мест,мест,и,и,1мн,мест мест,other
текст 36,fin,FL,B2,,И  {{хотя*@* }} обычные  люди  не  имеют  никакого  дела  с  такими  вещями*@*  они  окажутся  всегда  теми*@*  кто  будет  страдать.,хотя,уступка,пг,мест,сущ,и,и,3мн,мест сущ,other
текст 61,fin,FL,B2,,Я  старалась  как  будто  критически  осматривать  её*@*  {{хотя }} я  не  знала  что  я  осматривала  на  матрёшке.,хотя,уступка,гп,мест,мест,и,и,1ед,мест мест,other
текст 80,fin,FL,B2,,{{Хотя }} я  просыпаю  рано*@*  я  почти  всегда  бодрая.,хотя,уступка,пг,мест,мест,и,и,1ед,мест мест,other
текст 90,fin,FL,B2,,{{Хотя }} мне  никогда  в  школе  не  было  трудно*@*  в  моём  школьном  детстве  я  хотела  бы  изменить  одну  вещь –  мою  первую  учительницу.,хотя,уступка,пг,мест,мест,и,д,1ед,мест мест,other
текст 116,fin,FL,B2,,{{Хотя }} я  отношусь  к  патриотизму  положительно*@*  я  против  патриотического  воспитания  в  детском  саду.,хотя,уступка,пг,мест,мест,и,и,1ед,мест мест,other
текст 177,fin,FL,B2,,Там  также  есть  две  женщины*@*  Лена  и  Марина*@*  которые  стараются  помогать  больным*@*  {{хотя }} и  Себя  болеют.,хотя,уступка,гп,д_мест,null,и,null,3мн,д_мест null,null
текст 180,fin,FL,B2,,{{Хотя }} любит  Финляндию*@*  Анна*@*  все  таки*@*  скучает  по  своим  родным  в  России.,хотя,уступка,пг,сущ,null,и,null,3ед,сущ null,null
Образ русской темы в финляндской прессе,fin,FL,B2,,Это  я*@*  все  таки*@*  могу  сказать:  Как  и  в  других  статях*@*  {{хотя }} финские  и  российские  предприятия  спорят  с  друг  другом*@*  в  настоящее  время  им  не  стоит  прервать  сотрудничество.,хотя,уступка,пг,мест,сущ,д,и,3мн,мест сущ,other
текст 181,fin,FL,B2,,{{Хотя }} я  спал  бы  например*@*  три  часа  порошлом  ночью*@*  я  буду  устален  не  следующем  вечером*@*  а  следующем  утром.,хотя,уступка,пг,мест,мест,и,и,1ед,мест мест,other
текст 190,fin,FL,B2,,Мне  очень  нравился  этот  фильм*@*  {{хотя }} он  был  совсем  другого  рода*@*  как  мультфильмы*@*  которые  я  видела  раньше.,хотя,уступка,гп,сущ,мест,и,и,3ед,сущ мест,other
Счастье,fin,FL,B2,,А  {{хотя }} мы  пожертвовали  бы  всю  нашу  жизнь  ради  других*@*  можем  мы  остаться  всё  же  несчастливыми?,хотя,уступка,пг,мест,мест,и,и,1мн,мест мест,other
текст 210,fin,FL,B2,,{{Хотя }} она  порядочный  человек*@*  она  очень  не  любит  мыть  окна.,хотя,уступка,пг,мест,мест,и,и,3ед,мест мест,other
текст 215,fin,FL,B2,,{{Хотя }} он  богатая  и  успешная  кинозвезда  и  чемпион  бодибилдинга*@*  он  хотел  стать  политикиком.,хотя,уступка,пг,мест,мест,и,и,3ед,мест мест,other
Город нравится мне больше чем деревня,fin,FL,B2,,{{Хотя }} очень  люублю  природу  и  растении*@*  то  считаю  город  самым  экологически  чистым  видом  селения  в  современном  обществе.,хотя,уступка,пг,null,null,null,null,1ед,null null,null
текст 260,fin,FL,B2,,{{Хотя }} я  не  делаю  покупки  каждый  день*@*  я  всё-таки  слишком  много  времени  трачу  в  магазинах.,хотя,уступка,пг,мест,мест,и,и,1ед,мест мест,other
текст 262,fin,FL,B2,,{{Хотя }} я  иногда  покупаю  одежду  без  примирения*@*  я  всё-таки  хочу  увидеть  её  конкретно.,хотя,уступка,пг,мест,мест,и,и,1ед,мест мест,other
текст 266,fin,FL,B2,,Я  люблю  ходить  на  блошиные  рынки  {{хотя }} я  ничего  не  покупаешь.,хотя,уступка,гп,мест,мест,и,и,1ед,мест мест,other
текст 325,fin,FL,B2,,Я  сразу  понравился  в  школе  и  появились  друзья*@*  {{хотя }} я  был  немного  робкий.,хотя,уступка,гп,мест,мест,и,и,1ед,мест мест,other
текст 328,fin,FL,B2,,Она  думает*@*  что  финны  достаточно  доброжелательные  и  милые  люди*@*  {{хотя }} очень  скрытные  и  часто  не  говорят*@*  что  на  самом  деле  думают*@*  в  отличие  от  русских.,хотя,уступка,гп,сущ,null,и,null,3мн,сущ null,null
текст 329 В ожидании чуда ,fin,FL,B2,,{{Хотя }} она  чувствует  себя  часто  одинокой*@*  она  искренно  верит  в  чудеса  и  ждёт  своего  принца.,хотя,уступка,пг,мест,мест,и,и,3ед,мест мест,other
текст 330 Ветка сирени ,fin,FL,B2,,{{Хотя }} он  довольно  молодой*@*  отлично  сыграл  роль*@*  которая*@*  наверно*@*  не  самая  легкая.,хотя,уступка,пг,null,мест,null,и,3ед,null мест,null
текст 332,fin,FL,B2,,{{Хотя }} Екатерина  была  немецкая  принцесса*@*  она  очень  хотела  стать  настоящим  русским  императрицей.,хотя,уступка,пг,мест,сущ,и,и,3ед,мест сущ,other
текст 359 ,fin,FL,B2,,Бабушка  работала  с  дедушкой  на  заводы*@*  {{хотя }} в  детстве  бабушка  хотела  работать  медсестрой  в  будущем.,хотя,уступка,гп,сущ,сущ,и,и,3ед,сущ сущ,other
текст 362 Биография Стивена Фрая,fin,FL,B2,,{{Хотя }} он  получал  отличные  результаты*@*  был  он  скоро  изключен  из  школы.,хотя,уступка,пг,мест,мест,и,и,3ед,мест мест,other
текст 400 Отдых,fin,FL,B2,,{{Хотя }} я  слишком  ленивая  делать  так*@*  я  люблю  ехать.,хотя,уступка,пг,мест,мест,и,и,1ед,мест мест,other
текст 411 Политика ,fin,FL,B2,,Я  сама  не  считаю  наше  общество  плохим*@*  {{хотя }} я  знаю*@*  что  в  Финляндии  тоже  недостатки:  государственные  финансы  иногда  используют  в  безумных  дел  и  за  кое-какие  преступления  наказывают  слишком  мягко.,хотя,уступка,гп,мест,мест,и,и,1ед,мест мест,other
текст 426 Человек и руководство,fin,FL,B2,,Я  не  могла  бы  перенести  эгоизм  до  такой  степени*@*  {{хотя }} я  знаю*@*  что  буду  еще  много  раз  в  жизни  встретить  корыстных  людей.,хотя,уступка,гп,мест,мест,и,и,1ед,мест мест,other
текст 427 Человек*@* оказавший наибольшее влияние на мою жизнь,fin,FL,B2,,Он  даже  выучил  кириллические  буквы*@*  чтобы  спрашивать  русский  язык*@*  {{хотя }} в  девятом  классе  он  сказал  мне*@*  что  мне  надо  изучать  только  немецкий  язык  в  гимназии.,хотя,уступка,г_п,мест,мест,и,и,3ед,мест мест,other
текст 427 Человек*@* оказавший наибольшее влияние на мою жизнь,fin,FL,B2,,Осенью  он  собирает  грибы  и  ягоды*@*  {{хотя }} он  никогда  не  хотел  бы  охотиться.,хотя,уступка,гп,мест,мест,и,и,3ед,мест мест,other
текст 427 Человек*@* оказавший наибольшее влияние на мою жизнь,fin,FL,B2,,Таким  образом*@*  дедушка  может  жить  в  доме*@*  {{хотя }} ему  уже 91  год.,хотя,уступка,гп,сущ,мест,и,д,3ед,сущ мест,other
текст 451 Мультикультурное общество,fin,FL,B2,,Там  живут  представители  сотных  этнических  групп*@*  которые  {{хотя }} прежде  всего  считают  себя  американцами*@*  но  все  равно  сохраняют  свои  традиции.,хотя,уступка,гп,д_мест,null,и,null,3мн,д_мест null,null
