Название текста,Язык,Русский язык,Уровень,Год,Оригинальное предложение,союз,группа,расположение частей,подлеж гл,подлеж прид,падеж гл,падеж прид,лицочисло,subject,null
x_FBS_Какие фильмы мне нравятся?,fin,HL,B2,,Про  родину  она  говорит*@*  что  любит  почти  все. «,что,изъяснение,гп,мест,null,и,null,3ед,мест null,null
X_FBS_Мой русский язык,fin,HL,B2,,Тогда  это  было  для  меня  очень  обидным*@*  но  потом  я  поняла*@*  что  ни  дня  не  проучившись  в  русской  школе*@*  мне  было  бы  сложно  в  дальнейшем  учиться  на  такой  линии.   «,что,изъяснение,гп,мест,мест,и,д,1ед,мест мест,other
X_FBS_Мой русский язык,fin,HL,B2,,Только  заново  найдя  в  гимназии  интерес  к  литературе  я  понял  что  уважаю  свой  родной  язык  не  только  как  механический  ресурс.,что,изъяснение,гп,мест,null,и,null,1ед,мест null,null
x_FBS_Мой русский родной*@* чужой язык,fin,HL,B2,,Я  была  уверенна*@*  что  я  владею  русским  хорошо*@*  но  после  некоторых  лекций  я  в  замешательстве.,что,изъяснение,гп,мест,мест,и,и,1ед,мест мест,other
x_FBS_Мой русский родной*@* чужой язык,fin,HL,B2,,Я  планирую  развевать  свой  русский  и  дальше  и  надеюсь  что  в  недальёком  будущем  буду  владеть  им  безупречьно.,что,изъяснение,гп,мест,null,и,null,1ед,мест null,null
Спорт? это для всех!,fin,HL,B2,,Именно  поэтому  в  этом  возрасте  подростку  важно  чувствовать*@*  что  он  принадлежит  к  какому-то  коллективу*@*  который  его  понимает*@*  а  это  происходит  через  общие  интересы.,что,изъяснение,гп,сущ,мест,д,и,3ед,сущ мест,other
Отдых,fin,HL,B2,,Я  надеюсь*@*  что  смогу  съездить  тута  снова  как  можно  быстрее.,что,изъяснение,гп,мест,null,и,null,1ед,мест null,null
Воспоминание о школе,fin,HL,B2,,Когда  было  прослушивание –  то  я  сразу  понял*@*  что  я  сыграл  на  фортепиано*@*  простучал  ритм  замечательно*@*  но  спел  не  совсем  хорошо.,что,изъяснение,гп,мест,мест,и,и,1ед,мест мест,other
Воспоминание о школе,fin,HL,B2,,Я  помню*@*  что  обнял  тогда  учителя  и  прокричал « ДА».,что,изъяснение,гп,мест,null,и,null,1ед,мест null,null
Коллекционирование: что ищут в нем люди?,fin,HL,B2,,Как  они  решают*@*  что  именно  они  начнут  собирать?,что,изъяснение,гп,мест,мест,и,и,3мн,мест мест,other
Коллекционирование: что ищут в нем люди?,fin,HL,B2,,Они  покупают*@*  меняют*@*  продают*@*  то*@*  что  нашли  и  то*@*  что  у  них  есть.,что,изъяснение,гп,мест,null,и,null,3мн,мест null,null
Бабушки и дедушки,fin,HL,B2,,Дедуля  мне  все  рассказывал  с  чувством  гордости  и  говорил*@*  что  он  сам  узнал  все  от  дядя*@*  который  и  рассказал  то*@*  о  чем  мой  дедушка  со  мною  поделился.,что,изъяснение,гп,сущ,мест,и,и,3ед,сущ мест,other
Мой друг,fin,HL,B2,,Скажу  по  опыту*@*  что  человек  я  несоциальный.,что,изъяснение,гп,null,мест,null,и,1ед,null мест,null
Путешествия,fin,HL,B2,,Но  поскольку  я  честно  признаюсь*@*  что  человек  я  крайне  непрактичный  и  заинтересован  в  науках  и  политике  только  поверхностно*@*  я  сразу  скажу  что  ни  о  путешествиях  Колумба*@*  ни  о  вояже  Кортеса  рассказывать  не  буду.,что,изъяснение,гп,мест,мест,и,и,1ед,мест мест,other
